title,author,price
 【全新正版】数据分析之道 用数据思维指导业务实战 李渝方 计算机理论和方法类书籍 电子工业出版社 正版书籍凤凰旗舰店任选,李渝方,¥116.00
 After Effect影视制作-高等教育艺术设计精编 方慧 清华大学正版全新 计算机络图形图像类书籍,清华大学出版社,¥56.20
 Fli技术内幕 架构设计与实现原理 罗江宇 赵士杰 李涵淼 闵文俊 源代码角度剖析Fli架构设计内部机制性能调优 计算机,机械工业出版社,¥59.90
 精益数据分析 珍藏版 阿利斯泰尔·克罗尔 本杰明·尤科维奇 计算机网络数据库类书籍 人民邮电出版社 9787115612,[加] 阿利斯泰尔·克罗尔,¥88.00
 出版社直发】中信 逃不开的大势 拉斯特维德著 数字经济时代投资商业 生物技术计算机革命 经济类书籍,拉斯·特维德,¥81.66
 正版现货普通高等教育计算机类专业十三五规划教材书籍C语言与程序设计第2版胡元义西安交通大学出版社,西安交通大学出版社,¥37.24
 这就是计算机全8册这就是物理化学数学系列漫画书7-10-11-14岁科普类书籍儿童中小学生课外读物科普漫画三四五六年级课,曹文轩等,¥99.00
 这就是计算机全8册这就是物理化学数学系列漫画书7-10-11-14岁科普类书籍儿童中小学生课外读物科普漫画三四五六年级课,曹文轩等,¥100.10
 这就是计算机全8册这就是物理化学数学系列漫画书7-10-11-14岁科普类书籍儿童中小学生课外读物科普漫画三四五六年级课,曹文轩等,¥98.00
 出版社直发】中信 逃不开的大势 拉斯特维德著 数字经济时代投资商业 生物技术计算机革命 经济类书籍,拉斯·特维德,¥76.72
 DB 2数据库性能调整和优化(第3版)牛新庄 数据库软件开发人员教程书籍 计算机网络数据库类书籍 凤凰新华书店旗舰店,牛新庄,¥84.00
 这就是计算机全8册漫画书7-10-11-14岁这就是物理化学数学系列中小学生课外阅读经典科普漫画科普类书籍儿童科普读物计,杜莹 编著,¥99.50
 Photoshop CC平面设计从入门到精通PS教程（全彩印+高清视频版）ps入门书籍 PS教程教材 ps教程零基础 图,唯美世界 瞿颖健,¥117.90
 计算机网络技术 第4版 徐立新 吕书波主编 高等学校计算机类专业教学指导委员会优秀教材书籍 人民邮电 978711548,"徐立新,吕书波",¥37.35
 计算机网络实验指导书 谢希仁计算机网络第8版八版配套实验用书 高等院校计算机类专业和通信类专业教材书籍 郭雅 无 电子工,电子工业出版社,¥27.86
 计算机专业英语教程 柯晓华编 科学出版社 9787030359407 研究生/本科/专科 文法类 书籍,其他,¥50.40
 2023 电路分析基础（微课版 支持AR+H5交互）高等院校电子信息类、自动化类、计算机类等专业书籍,葛玉敏,¥54.70
 正版书籍 计算机绘图 缪君张桂梅主编普通高等教育机电类系列教材大专院校相关专业计算机工程图学课程学生用书相关机构培训教材,机械工业出版社,¥33.80
 汇编语言与计算机系统组成 第2版 普通高等教育计算机类系列教材书籍 李心汇编语言程序设计 计算机组成原理 计算机系统结构,机械工业出版社,¥68.50
 2023新书 电路分析基础（微课版 支持AR+H5交互）高等院校电子信息类、自动化类、计算机类等专业书籍,人民邮电出版社,¥53.70
 SDN环境部署与OpenDaylight开发入门 介绍SDN的基础原理 软件开发 OpenDaylight开发工程师从原,程丽明,¥115.00
 汇编语言与计算机系统组成 第2版 普通高等教育计算机类系列教材书籍 李心汇编语言程序设计 计算机组成原理 计算机系统结构,机械工业出版社,¥67.00
 正版书籍 计算机绘图 缪君张桂梅主编普通高等教育机电类系列教材大专院校相关专业计算机工程图学课程学生用书相关机构培训教材,机械工业出版社,¥38.00
 汇编语言与计算机系统组成 第2版 普通高等教育计算机类系列教材书籍 李心汇编语言程序设计 计算机组成原理 计算机系统结构,机械工业出版社,¥69.80
 2023新书 电路分析基础（微课版 支持AR+H5交互）高等院校电子信息类、自动化类、计算机类等专业书籍,人民邮电出版社,¥53.70
 正版书籍 计算机绘图 缪君张桂梅主编普通高等教育机电类系列教材大专院校相关专业计算机工程图学课程学生用书相关机构培训教材,机械工业出版社,¥37.30
 正版书籍 计算机绘图 缪君张桂梅主编普通高等教育机电类系列教材大专院校相关专业计算机工程图学课程学生用书相关机构培训教材,机械工业出版社,¥44.00
 正版 医药计算机基础及应用 付士根 医药卫生类 书籍,中国医药科技出版社,¥62.00
 【(＾－＾)V可开发票，量大优惠】2023新书 电路分析基础（微课版 支持AR+H5交互）高等院校电子信息类、自动化类、,人民邮电出版社,¥55.46
 速发 正版 计算机科学导论 高校计算机类专业计算机科学导论课程书籍 电子工业,电子工业出版社,¥41.80
 人类书吕家俊 计算机与网络书籍,吕家俊,¥57.00
 YS】机工 数据恢复实用技术 李亮亮 陈必群 机械工业出版社 高等职业教育系列教材 计算机类专业图书籍,机械工业出版社,¥98.15
 计算机专业英语教程 柯晓华编 科学出版社 9787030359407 教材 研究生/本科/专科教材 文法类 书籍,科学,¥50.00
 这个班书籍 活文档 与代码共同演进西里尔马特雷尔计算机类软件开发写文档也可以有趣省力应用领域驱动设计让代码与文档相辅相成,西里尔·马特雷尔,¥112.84
 深度学习与音乐生成,[法]让·皮埃尔·布赖特，[法]加埃坦·哈杰里斯，[法]弗朗索瓦·大卫·帕凯特 著,¥59.20
 蓝桥杯真题分类解析 C/C++版 软件类 c算法计算机书籍蓝桥杯历年真题 软件类算法竞赛中级 蓝桥杯软件类考试辅导教材,丁向民,¥51.91
 计算机组成原理 陈智勇 陈宏 鑫 高等学校新工科计算机类专业书籍西安电子科技大学出版社9787560621692,西安电子科技大学出版社,¥35.00
 计算机应用基础 宋贤钧 计算机类专业系统能力培养系列教材教程书籍 程序转换及机器级表示 层次结构存储系统 畅销【官方直发,"宋贤钧、童强,主编",¥37.73
 计算机操作系统慕课版 汤小丹著 备战2022年 计算机考研高等学校计算机类电子信息类等相关专业本科生教材考研教材书籍人民,人民邮电出版社,¥85.92
 计算机图形学 微课版 孔令德 康凤娥 清华大学出版社 高等学校计算机类相关专业的快速入门教材书籍,孔令德康凤娥,¥36.15
 计算机操作系统慕课版 汤小丹著 备战2022年 计算机考研高等学校计算机类电子信息类等相关专业本科生教材考研教材书籍人民,人民邮电出版社,¥69.00
 计算机网络实验指导书 谢希仁计算机网络第8版八版配套实验用书 高等院校计算机类专业和通信类专业教材书籍 郭雅,电子工业出版社,¥33.80
 【官方正版】 计算机图形学 微课版 孔令德 康凤娥 清华大学出版社 高等学校计算机类相关专业的快速入门教材书籍,清华大学出版社,¥36.63
 【正版】 计算机图形学 微课版 孔令德 康凤娥 出版社 高等学校计算机类相关专业的快速入门教材书籍,孔令德,¥36.00
 计算机专业英语 第五版 卢川英 计算机类 高职 大连理工大学出版社 9787568512626 书籍,不详,¥31.00
 计算机操作系统慕课版 汤小丹著 备战2022年 计算机考研高等学校计算机类电子信息类等相关专业本科生教材考研教材书籍人民,汤小丹 王红玲 姜华 汤子瀛...,¥48.86
 【2022新书现货】计算机网络技术及应用 龚星宇 高等学校新工科计算机类专业教材书籍 西安电子科技大学出版社 97875,"龚星宇, 主编",¥49.00
 计算机组成原理 陈智勇 陈宏 鑫 高等学校新工科计算机类专业书籍西安电子科技大学出版社9787560621692,西安电子科技大学出版社,¥35.00
 计算机操作系统慕课版 汤小丹著 备战2022年 计算机考研高等学校计算机类电子信息类等相关专业本科生教材考研教材书籍人民,人民邮电出版社,¥79.05
 【正版】 计算机图形学 微课版 孔令德 康凤娥 出版社 高等学校计算机类相关专业的快速入门教材书籍博闻推荐任选,孔令德,¥36.00
 信息简史 计算机理论科普读物 信息时代 时代的发展 人民邮电出版社 计算机网络信息系统类书籍凤凰旗舰店任选备注,詹姆斯.格雷克,¥52.00
 【正版】计算机网络技术及应用 龚星宇 高等学校新工科计算机类专业教材书籍 西安电子科技大学出版社 97875606624,北京理工大学出版社,¥59.00
 计算机操作系统慕课版 汤小丹著 备战2022年 计算机考研高等学校计算机类电子信息类等相关专业本科生教材考研教材书籍人民,汤小丹 王红玲 姜华 汤子瀛...,¥48.16
 【2023正版现货】计算机网络应用 何小平 赵文 普通高等教育十四五计算机类专业系列教材书籍 9787113298067,中国铁道出版社有限公司,¥41.04
 计算机操作系统慕课版 汤小丹著 备战2022年 计算机考研高等学校计算机类电子信息类等相关专业本科生教材考研教材书籍人民,人民邮电出版社,¥85.36
 计算机操作系统慕课版 汤小丹著 备战2022年 计算机考研高等学校计算机类电子信息类等相关专业本科生教材考研教材书籍人民,人民邮电出版社,¥69.00
 【正版教材】计算机操作系统 赵伟华等 高校电子信息学科十三五规划教材 西安电子科技大学出版社计算机类教材书籍,赵伟华,¥37.90
 网络爬虫项目实战 何福男 高职高专计算机类专业系列教材书籍 人工智能技术服务系列书籍 电子工业出版社 无 9787121,电子工业出版社,¥35.00
 计算机应用基础 宋贤钧 计算机类专业系统能力培养系列教材教程书籍 程序转换及机器级表示 层次结构存储系统 畅销 宋贤钧、,"宋贤钧、童强,主编",¥38.22
 计算机应用基础 宋贤钧 计算机类专业系统能力培养系列教材教程书籍 程序转换及机器级表示 层次结构存储系统,宋贤钧，童强 主编,¥48.80
 计算机网络杨振启工程师教育培养计算机类创新系列规划科学正版书籍KX,杨振启,¥49.00
 信息简史 计算机理论科普读物 信息时代 时代的发展 人民邮电出版社 计算机网络信息系统类书籍凤凰旗舰店科目任选备注,詹姆斯.格雷克,¥51.75
 计算机操作系统慕课版 汤小丹著 备战2022年 计算机考研高等学校计算机类电子信息类等相关专业本科生教材考研教材书籍人民,人民邮电出版社,¥90.86
 计算机网络实验指导书 郭雅 电子工业正版 谢希仁计算机网络第8版八版配套实验用书 高等院校计算机类专业和通信类专业教材书,电子工业出版社,¥32.80
 【正版】计算机组成原理 第3版第三版 肖铁军 出版社 高等院校计算机类专业本科生教材书籍 9787302583295 计,肖铁军、丁伟、葛桂萍、马学文、邹婷婷、杨旭东,¥76.00
 计算机网络实验指导书 谢希仁计算机网络第8版八版配套实验用书 高等院校计算机类专业和通信类专业教材书籍 郭雅,电子工业出版社,¥37.00
 计算机图形学可视化编程 杨坡 白刚 北京邮电大学出版社 9787563565184 高等院校计算机类专业教材书籍 计算机,其他,¥21.00
 操作系统实验教程&mdash;&mdash;Web服务器性能优化 鲁强 计算机类精品系列教材书籍 系统编程书籍 电子工业,电子工业出版社,¥37.00
 【官方正版】 计算机图形学 微课版 孔令德 康凤娥 高等学校计算机类相关专业的快速入门教材书籍,孔令德康凤娥,¥36.63
 计算机网络实验指导书 郭雅 电子工业出版社 谢希仁计算机网络第8版八版配套实验用书 高等院校计算机类专业和通信类专业教材,"郭雅,",¥32.20
 计算机操作系统慕课版 汤小丹著 备战2022年 计算机考研高等学校计算机类电子信息类等相关专业本科生教材考研教材书籍人民,汤小丹 王红玲 姜华 汤子瀛...,¥47.91
 计算机图形学可视化编程 杨坡 白刚 北京邮电大学出版社 9787563565184 高等院校计算机类专业教材书籍 计算机,不详,¥28.00
 计算机网络实验指导书 郭雅 电子工业正版 谢希仁计算机网络第8版八版配套实验用书 高等院校计算机类专业和通信类专业书籍,电子工业出版社,¥32.80
 计算机图形学 微课版 孔令德 康凤娥 高等学校计算机类相关专业的快速入门教材书籍,孔令德康凤娥,¥34.50
 【正版现货】计算机网络技术及应用 龚星宇 高等学校新工科计算机类专业教材书籍 西安电子科技大学出版社 978756066,北京理工大学出版社,¥63.20
 【认准正版 量大优惠】计算机网络实验指导书 郭雅 电子工业出版社 谢希仁计算机网络第8版八版配套实验用书 高等院校计算机,电子工业出版社,¥36.00
 计算机网络实验指导书 谢希仁计算机网络第8版八版配套实验用书 高等院校计算机类专业和通信类专业书籍 郭雅 9787121,电子工业出版社,¥36.00
 计算机网络实验指导书 谢希仁计算机网络第8版八版配套实验用书 高等院校计算机类专业和通信类专业教材书籍 郭雅h,电子工业出版社,¥30.45
 正版书籍 计算机网络抢分攻略 真题分类分级详解海贼宝藏人民邮电出版社9787115623690【可开发票】,海贼宝藏,¥37.70
 计算机操作系统慕课版 汤小丹著 备战2022年 计算机考研高等学校计算机类电子信息类等相关专业本科生教材考研教材书籍人民,汤小丹 王红玲 姜华 汤子瀛...,¥48.68
 计算机图形学可视化编程 杨坡 白刚 北京邮电大学出版社 高等院校计算机类专业教材书籍 计算机图形学原理及实践,其他,¥22.00
 【正版】 计算机图形学 微课版 孔令德 康凤娥 出版社 高等学校计算机类相关专业的快速入门教材书籍,清华大学出版社,¥36.00
 计算机网络杨振启工程师教育培养计算机类创新系列规划科学正版书籍KX,杨振启,¥49.00
 正版书籍 计算机网路抢分攻略 真题分类分级详解海贼宝藏人民邮电9787115623690,人民邮电出版社,¥37.00
 正版书籍 计算机网络抢分攻略 真题分类分级详解海贼宝藏人民邮电正版9787115623690,人民邮电出版社,¥37.70
 计算机操作系统 慕课版 汤小丹等 人民邮电出版社 9787115561152 高等学校计算机类电子信息类等相关专业的本科,人民邮电出版社,¥78.00
 【2023正版现货】计算机网络应用 何小平 赵文 普通高等教育十四五计算机类专业系列教材书籍 9787113298067,中国铁道出版社有限公司,¥46.77
 计算机网络实验 项目任务驱动模式 eNSP实际操作 实用组网综合设计方法 WinPcap安装VRP操作HTTP服务器 计,李志明,¥38.90
 计算机操作系统慕课版 汤小丹著 备战2022年 计算机考研高等学校计算机类电子信息类等相关专业本科生教材考研教材书籍人民,人民邮电出版社,¥66.45
 计算机网络实验教程 2版二版 高等教育出版社 钱德沛 张力军 计算机网络工程技术参考书 计算机类专业网络实验课程教材图书,钱德沛 张力军,¥58.00
 计算机应用基础 宋贤钧 计算机类专业系统能力培养系列教材教程书籍 程序转换及机器级表示 层次结构存储系统,"宋贤钧、童强,主编",¥41.24
 【2023正版】计算机网络应用 何小平 赵文 普通高等教育十四五计算机类专业系列教材书籍 9787113298067中国,中国铁道出版社有限公司,¥40.00
 计算机图形学 微课版 孔令德 康凤娥 高等学校计算机类相关专业的快速入门教材书籍,孔令德康凤娥,¥34.00
 【官方正版】 计算机图形学 微课版 孔令德 康凤娥 高等学校计算机类相关专业的快速入门教材书籍,孔令德康凤娥,¥42.39
 【官方正版】 计算机图形学 微课版 孔令德 康凤娥 高等学校计算机类相关专业的快速入门教材书籍,孔令德康凤娥,¥36.00
 计算机络实验指导书 谢希仁计算机络第8版八版配套实验用书 高等院校计算机类专业和通信类专业书籍 郭雅【正版】B,电子工业出版社,¥31.40
 计算机网络技术 第4版 徐立新 吕书波主编 高等学校计算机类专业教学指导委员会优秀教材书籍 人民邮电 978711548,"徐立新,吕书波",¥37.35
 【2023正版】计算机网络应用 何小平 赵文 普通高等教育十四五计算机类专业系列教材书籍 9787113298067中国,中国铁道出版社有限公司,¥40.00
 计算机网络杨振启卓越工程师教育培养计算机类创新系列规划教材科学出版社书籍KX,杨振启,¥78.68
 计算机图形学可视化编程 杨坡 白刚 北京邮电大学出版社 9787563565184 高等院校计算机类专业教材书籍 计算机,不详,¥26.25
 计算机网络实验 项目任务驱动模式 eNSP实际操作 实用组网综合设计方法 WinPcap安装VRP操作HTTP服务器 计,李志明,¥40.90
 计算机网络技术 第4版 徐立新 吕书波主编 高等学校计算机类专业教学指导委员会优秀教材书籍 人民邮电 978711548,"徐立新,吕书波",¥51.40
 【2022新书】计算机网络技术及应用 龚星宇 高等学校新工科计算机类专业教材书籍 西安电子科技大学出版社 9787560,北京理工大学出版社,¥58.00
 Excel VBA 完整代码1109例速查手册（下册）函数与公式应用大全 wps office excel书籍教程教材,韩小良 著,¥73.50
 【新书上架】计算机组成原理 陈智勇 陈宏 王鑫 高等学校新工科计算机类专业教材书籍 西安电子科技大学出版社 978756,侠名,¥56.68
 Linux多线程服务端编程-使用muduo C++网络库 陈硕 计算机网络操作系统类书籍 凤凰正版书籍fhxh3,电子工业出版社,¥81.90
 剑指Offer 名企面试官精讲典型编程题（第2版）何海涛 计算机网络程序设计类书籍 电子工业出版社凤凰fhxh3,电子工业出版社,¥50.00
 【凤凰】Informatica PowerCenter权威指南 杜绍森 计算机网络程序设计类书籍 电子工业出版社,杜绍森,¥79.00
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,童趣出版有限公司,¥147.00
 计算机操作系统 方敏 著 新世纪计算机类本科规划教材 教材计算机操作 大中专教材教辅 大学教材书籍 考研计算机操作书 9,方敏,¥58.00
 【正版图书】Linux命令行与shell脚本编程大全（第4版）理查德·布卢姆等 计算机网络程序设计类书籍 正版书籍凤凰旗,理查德·布卢姆等,¥100.00
 【书煊图书】正版Altium Designer 21 PCB设计指南(实战) 计算机辅助设计和工程类书籍 出版社凤凰旗舰,Altium中国技术支持中心,¥80.00
 鸿蒙HarmonyOS手机应用开发实战 HarmonyOS操作系统 计算机网络程序设计类书籍 如何基于HarmonyOS,清华大学出版社,¥166.86
 计算机操作系统 慕课版 汤小丹著 备战2022年计算机考研 高等学校计算机类电子信息类等相关专业本科生教材 计算机考研教,人民邮电出版社,¥67.86
 【全新正版】【凤凰旗舰店】Elasticsearch全面解析与实践 张文亮 大数据近实时分析 计算机网络信息系统类书籍,机械工业出版社,¥70.00
 Spring Data JPA 入门 实战与进阶 张振华 计算机网络程序设计类书籍 机械工业 书籍 凤凰 9787111,张振华,¥113.41
 计算机操作系统 第四版第4版 汤小丹 大学教材 操作系统OS介绍 计算机类专业本科生教材 计算机考研复习辅导 计算机操作,王道论坛,¥49.80
 正版书籍 新印象 Unity 2020游戏开发基础与实战 Uny2d3d游戏开发书籍 计算机网络程序设计类书籍,人民邮电出版社,¥162.95
 【正版速发】正版书籍 新印象 Unity 2020游戏开发基础与实战 Uny2d3d游戏开发书籍 计算机网络程序设计类书,人民邮电出版社,¥145.00
 Creo Parametric 8.0中文版机械设计自学速成 计算机辅助设计和工程类书籍 人民邮电出版社正版书籍,人民邮电出版社,¥101.74
 速发 正版书籍 计算机导论（第3版·微课版·题库版）杨月江晓菊应用型高等学校计算机类专业的计算机导论9787302611,清华大学出版社,¥65.30
 Linux多线程服务端编程-使用muduo C++网络库 陈硕 计算机网络操作系统类书籍 【凤凰正版书籍】,电子工业出版社,¥87.75
 计算机操作系统 慕课版 汤小丹著 备战2022年计算机考研 高等学校计算机类电子信息类等相关专业本科生教材 计算机考研教,人民邮电出版社,¥75.00
 C语言从入门到精通(5版) 软件开发视频大讲堂 明日科技 计算机网络程序设计类书籍 9787302585671,明日科技,¥72.17
 正版 讲堂Unity3D游戏特效设计实战教程李梁游戏3D特效场景设计制作从入门到精通3D游戏制作案例教程计算机程序设计编,李梁,¥90.00
 鸿蒙HarmonyOS手机应用开发实战 HarmonyOS操作系统 计算机网络程序设计类书籍 如何基于HarmonyOS,清华大学出版社,¥130.39
 诺悦图书【凤凰】新印象 Unity 2020游戏开发基础与实战 Uny2d3d游戏开发书籍 计算机网络程序设计类书籍,人民邮电出版社,¥116.00
 【2023】J语言程序设计 张爱娟 杨东平 高等学校新工科计算机类专业系列教材书籍 西安电子科技学出版社 9787560,机械工业出版社,¥60.00
 【单本任选 下单备注】Linux命令行与shell脚本编程大全（第4版）理查德·布卢姆等 计算机网络程序设计类书籍 正版,理查德·布卢姆等,¥80.85
 计算机操作系统 慕课版 汤小丹著 备战2022年计算机考研 高等学校计算机类电子信息类等相关专业本科生教材 计算机考研教,人民邮电出版社,¥74.00
 漫画版机械里的科学课全套10册儿童启蒙书籍小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类趣味百科全,吉林出版集团,¥111.00
 鸿蒙HarmonyOS手机应用开发实战 HarmonyOS操作系统 计算机网络程序设计类书籍 如何基于HarmonyOS,柳伟卫,¥144.00
 鸿蒙HarmonyOS手机应用开发实战 HarmonyOS操作系统 计算机网络程序设计类书籍 如何基于HarmonyOS,柳伟卫,¥145.00
 正版ScratchJr编程趣味卡-孩子们也能轻松掌握创意编程 计算机网络程序设计类书籍 于欣龙 电子工业出版社凤凰旗舰店,电子工业出版社,¥51.00
 正版【凤凰旗舰店】Android移动开发(慕课版) 陈佳 计算机网络操作系统类书籍 linux教程 linux网络编程,人民邮电出版社,¥55.00
 正版Creo 4.0模具设计基础.进阶与实例 正版书籍 计算机辅助设计和工程类书籍 人民邮电出版社 凤凰旗舰店任选FHX,人民邮电出版社,¥51.00
 【2022新书】数据库设计与开发 武光明 高等学校新工科计算机类专业系列教材书籍 西安电子科技大学出版社 9787560,卢湘鸿,¥68.85
 Python与有限元-基于Python编程的有限元分析及应用扩展 计算机网络程序设计类书籍 裴尧尧 中国水利水电出版社凤,裴尧尧,¥67.00
 Linux命令行与shell脚本编程大全（第4版）理查德·布卢姆等 计算机网络程序设计类书籍 书籍凤凰 97871155,理查德·布卢姆等,¥119.68
 Creo 4.0模具设计基础.进阶与实例 正版书籍 计算机辅助设计和工程类书籍 人民邮电出版社 凤凰旗舰店,人民邮电出版社,¥55.00
 店 大数据技术及应用 基于Python语言 大学计算机专业 高等学校计算机类和电子信息类书籍 严宣辉 电子工业正版h,电子工业出版社,¥49.30
 应用统计学 大数据时代 让数字说话 统计审计类书籍 统计学原理与务实 数据分析 计算机应用 数学教材书,李晓峰,¥33.00
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,"上尚印像, 编绘",¥73.50
 剑指Offer 名企面试官精讲典型编程题（第2版）何海涛 计算机网络程序设计类书籍 电子工业出版社凤凰旗舰店,何海涛 著,¥47.70
 剑指Offer 名企面试官精讲典型编程题（第2版）何海涛 计算机网络程序设计类书籍 电子工业出版社,何海涛 著,¥72.98
 Linux命令行与shell脚本编程大全（第4版）理查德·布卢姆等 计算机网络程序设计类书籍 正版书籍,理查德·布卢姆等,¥88.00
 书籍 大学计算机基础及应用（Widow 10+Office 2016)付长青各类高等院校学生学习用书清华大学978730,东软电子出版社,¥58.30
 正版 讲堂Unity3D游戏设计实战教程李梁游戏3D场景设计制作从入门到精通3D游戏制作案例教程计算机程序设计编程类书籍,人民邮电出版社,¥104.65
 Linux命令行与shell脚本编程大全（第4版）理查德·布卢姆等 计算机网络程序设计类书籍 正版书籍,理查德·布卢姆等,¥86.72
 【正版图书】【凤凰旗舰店】Office 2016 for Mac苹果电脑办公应用从入门到精通 计算机网络操作系统类书籍,龙马高新教,¥72.00
 【书煊图书】正版Python数学建模算法与应用 司守奎 孙玺菁 计算机网络程序设计类书籍 国防工业出版社 正版书籍凤凰旗,"司守奎,孙玺菁",¥81.00
 书籍 计算机应用基础（Widow 10+WPS Office版） 技工院校计算机类专业（中/ 技能层级）97875167,高等教育出版社,¥43.00
 任选游戏数据分析的艺术 于洋 余敏雄 吴娜 师胜柱 计算机网络程序设计类书籍 机械工业出版社凤凰新华书店旗舰店,于洋,¥63.00
 文件系统技术内幕 大数据时代海量数据存储之道 张书宁 计算机网络数据库专业类书籍 电子工业出版社,张书宁,¥95.06
 漫画版机械里的科学课全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,上尚印象,¥99.80
 Linux命令行与shell脚本编程大全（第4版）理查德·布卢姆等 计算机网络程序设计类书籍 正版书籍凤凰旗舰店 POS,理查德·布卢姆等,¥93.01
 鸿蒙HarmonyOS手机应用开发实战 HarmonyOS操作系统 计算机网络程序设计类书籍 清华大学出版社,清华大学出版社,¥149.00
 ScratchJr编程趣味卡-孩子们也能轻松掌握创意编程 计算机网络程序设计类书籍 于欣龙 电子工业出版社凤凰旗舰店,电子工业出版社,¥55.00
 漫画版机械里的科学课全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,吉林出版集团,¥158.08
 大数据技术及应用 基于Python语言 大学计算机专业 高等学校计算机类和电子信息类书籍 严宣辉 电子工业出版社 978,电子工业出版社,¥55.92
 Linux命令行与shell脚本编程大全（第4版）理查德·布卢姆等 计算机网络程序设计类书籍 正版书籍,理查德·布卢姆等,¥90.00
 特征工程的艺术：通用技巧与实用案例 巴勃罗·迪布 计算机络程序设计专业类书籍 人民邮电正版全新,人民邮电出版社,¥70.80
 漫画版机械里的科学课全套10册儿童机械书绘小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书正,吉林出版集团股份有限公司,¥134.00
 正版 讲堂Unity3D游戏特效设计实战教程李梁游戏3D特效场景设计制作从入门到精通3D游戏制作案例教程计算机程序设计编,李梁,¥137.00
 漫画版机械里的科学课全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,上尚印象,¥99.80
 正版速发程序员面试笔记-C/C++.算法.数据结构篇 计算机网络程序设计类书籍 机械工业出版社凤凰旗舰店正版书籍,机械工业出版社,¥80.00
 Python语言程序设计 清华大学出版社 Python语言程序设计 袁方 肖胜刚 齐鸿志 计算机网络程序设计类书籍,清华大学出版社,¥50.18
 计算机网络(计算机类普通高等教育应用型系列教材)科学出版社9787030467584计算机网络正版课外阅读书籍,科学出版社,¥41.93
 算法入门之西游漫记 Python语言版 中小学生编程算法入门教材 计算机网络程序设计类书籍 正版书籍 凤凰新华书店旗舰店,叶鹏、沈晓恬、刘子新,¥98.00
 计算机操作系统 慕课版 汤小丹著 备战2022年计算机考研 高等学校计算机类电子信息类等相关专业本科生教材 计算机考研教,人民邮电出版社,¥63.00
 计算机操作系统 第四版第4版 汤小丹 大学教材 操作系统OS介绍 计算机类专业本科生教材 计算机考研复习辅导 计算机操作,西安电子科技大学出版社,¥53.00
 鸿蒙HarmonyOS手机应用开发实战 HarmonyOS操作系统 计算机网络程序设计类书籍 如何基于HarmonyOS,柳伟卫,¥103.56
 【(＾－＾)V可开发票，量大优惠】【全2册】HarmonyOS移动应用开发（计算机技术开发与应用丛书）+HarmonyO,化学工业出版社旗舰店,¥280.56
 Python编程基础与科学计算 李增刚 戴光昊 廖晖 计算机网络程序设计类书籍 清华大学出版社 正版书籍凤凰新华书店旗舰,李增刚、戴光昊、廖晖,¥92.00
 嵌入式技术基础与实践：基于STM32L431微控制器 微课视频版 计算机辅助设计和工程类书籍,王宜怀、李跃华、徐文彬、施连敏,¥94.81
 正版Python与有限元-基于Python编程的有限元分析及应用扩展 计算机网络程序设计类书籍 裴尧尧 中国水利水电出版,裴尧尧,¥62.00
 鸿蒙HarmonyOS手机应用开发实战 HarmonyOS操作系统 计算机网络程序设计类书籍 如何基于HarmonyOS,柳伟卫,¥147.00
 【正版速发】199317正版 组合数学(原书第5版) 计算机科学丛书 数学类书籍任选,Richard,¥74.00
 【全新正版】架构整洁之道 架构师架构软件设计模式前端开发书籍 罗伯特C马丁 计算机网络程序设计类书籍 凤凰旗舰店任选FH,罗伯特·C.马丁,¥108.00
 【正版速发】计算机系统结构计算机系统结构理论实操详解书籍高等学校计算机类专业本科教材研究生教材电子工业,沈文枫 著,¥43.00
 任选Creo Parametric 8.0中文版机械设计自学速成 计算机辅助设计和工程类书籍 人民邮电出版社凤凰新华书店,人民邮电出版社,¥48.00
 Spring Security实战 劳伦斯·斯皮尔卡 清华大学出版社 Spring Security配置书籍 计算机网络,[罗马尼亚]劳伦斯·斯皮尔卡,¥130.00
 正版 书籍数据聚类张宪超计算机与互联网 数据库 其他品牌科学出版社9787030528469,张宪超,¥208.24
 编程真好玩 +青少年学Python 组套装 [希]阿里斯提德 波拉斯 等 计算机网络程序设计类书籍 书籍凤凰 97871,[希]阿里斯提德 波拉斯 等,¥140.84
 昇腾AI处理器CANN应用与实战 苏统华 计算机络计算机控制仿真与人工智能类书籍 清华大学出版社,苏统华，杜鹏,¥60.00
 任选正版stio入门与实战 stio实用教程 毛广献 计算机网络程序设计类书籍 机械工业出版社,机械工业出版社,¥67.00
 机械里的科学课漫画版全套10册儿童机械书绘本小学生课外阅读科技类书籍这就是火箭 计算机 飞机青少年玩转科学科普类百科全书,人民邮电出版社,¥116.00
