title,author,price
 正版 数据安全领域指南 安宇 数据安全范畴和目标 高等院校网络空间安全计算机信息技术类专业书籍,电子工业出版社,¥101.00
" 信息类学生专业毕业设计(论文)指导 柳炳祥 柳炳祥,李娟 编 计算机网络基础技术安全书籍 电脑网络工程原理图书 电子工业",柳炳祥,¥57.22
 编译技术 张莉 高等教育出版社9787040463170基于系统能力培养的计算机专业课程建设研究 本科计算机类专业编译技,高等教育出版社,¥48.80
 编译技术 张莉 高等教育出版社9787040463170基于系统能力培养的计算机专业课程建设研究 本科计算机类专业编译技,高等教育出版社,¥47.90
 官方正版 计算机网络安全原理 第2版第二版 吴礼发 信息安全网络工程计算机专业计算机网络安全类课程教材书籍,电子工业出版社,¥84.33
 正版书籍 Mastercam 2020实例教程（微课版）（计算机基础与实训系列）薛山高等院校及各类社会培训机构的初中级计,薛山,¥73.10
 文明之光精华版 中国好书 吴军著计算机科学书籍浪潮之巅数学之美科技之巅 近现代人类文明史书籍中国通史书籍 人民邮电出版社,吴军,¥129.92
 工程制图 第七版 胡建生 应用型本科职教本科高职高专工科近机类专业制图课 零件图装配图计算机绘图三维造型基础应用书籍 9,化学工业出版社,¥43.00
 【正版】钢筋工(第2版初级建筑类职业技能培训鉴定教材)王莉作考试 其他类考试 职业技能鉴定科技计算机书籍中国劳动社会,王莉 著作,¥24.62
 文征明堂十志书艺文类聚金石书画馆楷书碑帖中国明代普通大众计算机与网络书籍,浙江人民美术出版社,¥36.80
 【正版】化妆师（初级人力资源和社会保障部教材办公室考试 其他类考试 职业技能鉴定科技计算机书籍中国劳动社会保障出,人力资源和社会保障部教材办公室 编,¥27.51
 【认准正版 量大优惠】正版 数据安全领域指南 王安宇 数据安全范畴和目标 高等院校网络空间安全计算机信息技术类专业书籍,电子工业出版社,¥124.00
 自学考试教材+自考通历年真题试卷 00051经管类专升本书籍 0051管理系统中计算机应用 2023年大专升本科成人成考,中华工商联合出版社,¥71.52
 文明之光精华版 中国好书 吴军著计算机科学书籍浪潮之巅数学之美科技之巅 近现代人类文明史书籍中国通史书籍 人民邮电出版社,吴军,¥118.80
 【全2册】数据安全领域指南 王安宇 数据安全范畴和目标 CDSP认证 高等院校网络空间安全 计算机信息技术类专业书籍 电,电子工业出版社,¥204.05
 AutoCAD计算机辅助设计绘图员 机械类 技能训练 AutoCAD计算机辅助设计绘图员操作技能培训教材书籍 cad教程,电子工业出版社,¥25.92
 店 AutoCA计算机辅助设计绘图员 机械类 技能训练 AutoCA计算机辅助设计绘图员操作技能培训教材书籍 cad教程,电子工业出版社,¥25.30
 人类计算简史-从中国算盘到数字经济 信息技术计算机技术从业者参考丛书 经济学理论书籍 数字经济发展 构建现代化经济体系,何宝宏,¥52.60
 单片机技术及应用(中职职业院校机电类专业中高职衔接十三五规划)书贺志盈微控制器中等专业学校大中专理科计算机书籍,西安出版社,¥25.00
 【(＾－＾)V可开发票，量大优惠】正版计算机程序设计4四版全国高等医药院校药学类专业五轮规划梁建坤中国医药科技出版社大学,中国医药科技出版社,¥54.40
 文明之光精华版 中国好书 吴军著计算机科学书籍浪潮之巅数学之美科技之巅 近现代人类文明史书籍中国通史书籍 人民邮电出版社,吴军,¥135.30
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥170.00
 文明之光精华版 中国好书 吴军著计算机科学书籍浪潮之巅数学之美科技之巅 近现代人类文明史书籍中国通史书籍 人民邮电出版社,吴军,¥85.67
 文明之光精华版 中国好书 吴军著计算机科学书籍浪潮之巅数学之美科技之巅 近现代人类文明史书籍中国通史书籍 人民邮电出版社,吴军,¥109.11
 自学考试教材+自考通历年真题试卷 00051经管类专升书籍 0051管理系统中计算机应用 2023年大专升科成人成考成教,中华工商联合出版社,¥87.00
 【出版社直供】单片机原理及应用（C51语言版）电子信息科学与工程类规划书籍 单片机开发 程序设计软件开发 C语言计算机网,林立,¥59.00
" 虚拟现实开发基础及实例 程序设计计算机技术晨,项征著“十四五”高等学校数字媒体类专业规划书籍","王晨,项征",¥39.00
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥169.76
 【全新正版】新一代信息技术导论及实践 职业教育本科及专科院校计算机及相关专业的通识类课程的教材书籍 彭霞 赵健 编i,彭霞、赵健、孙振华、吴秀君、徐耀,¥34.98
 文明之光精华版 中国好书 吴军著计算机科学书籍浪潮之巅数学之美科技之巅 近现代人类文明史书籍中国通史书籍 人民邮电出版社,吴军,¥96.00
 计算思维与大数据基础 高等学校非计算机专业计算机课程教材 9787121419737 计算思维通识教育类课程教材书籍 尹,电子工业出版社,¥31.50
 官方正版 Python程序设计基础 崔晓军 计算机相关专业程序设计类课程专业教材 程序设计书籍 电子工业出版社,电子工业出版社,¥58.08
 自动控制原理 韩敏 普通高等院校自动化类 电气信息类 电子信息类和计算机类等相关专业教材 经典控制理论 自动控制系统分析,"韩敏、潘学军、席剑辉,,编著",¥44.00
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥179.20
 文明之光精华本 中国好书 吴军著 计算机科学书籍浪潮之巅数学之美科技之巅 近现代人类文明史书籍中国通史书籍 人民邮电出版,吴军,¥124.54
 图灵数学经典套装（4册）：基础拓扑学修订版+纯数学教程第9版+不等式*2版+矩阵计算第4版 应用数学计算机程序设计类经典,马克·阿姆斯特朗等,¥329.60
 AutoCAD计算机辅助设计绘图员 机械类 技能训练 AutoCAD计算机辅助设计绘图员操作技能培训教材书籍 cad教程,电子工业出版社,¥28.90
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥162.94
 漫画版机械里的科学课全套10册这就是火箭飞机汽车高铁计算机机器人航空知识启蒙大百科儿童趣味百科全书小学生课外科普类书籍,"上尚印像, 编绘",¥109.00
" 人类未来 (英)马丁·里斯(Martin Rees) 著 姚嵩,丁丁虫 译 计算机控制仿真与人工智能文教 图书籍",马丁·里斯,¥39.00
 正版书籍数字印刷与计算机直接制版技术 第二版 高职高专印刷与包装类教学教材企业员工技术培训参考书印刷学习书籍,苏铁青,¥32.50
 正版书籍 大学计算机基础及应用（Widow 10+Office 2016)付长青各类高等院校学生学习用书清华大学出版社9,东软电子出版社,¥62.00
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华,刘美华,¥68.00
 【书煊图书】2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥173.00
 正版书籍 数据结构 高秀娥 陈霞 高等学校电子信息类专业系列教材书 计算机信息技术基础入门书 清华大学出版社 97873,华中科技大学出版社,¥50.00
 店 AutoCA计算机辅助设计绘图员 机械类 技能训练 AutoCA计算机辅助设计绘图员操作技能培训书籍 cad教程书籍,电子工业出版社,¥25.30
 【认准正版 量大优惠】2册 大学计算机实践教程+大学计算机 周丽娟 纪淑芹 杨海波 高等教育通识类课程书籍 978752,苏州大学出版社,¥99.00
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华,电子工业出版社,¥71.00
 计算机和机器人 什么是什么 学生版 改变人类的重大发明 WAS IST WAS 德国少年儿童百科知识全书 青少年 科普,【德】皮特·克劳森/著,¥20.56
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥138.29
 自动控制原理 韩敏 普通高等院校自动化类 电气信息类 电子信息类和计算机类等相关专业教材 经典控制理论 自动控制系统分析,"韩敏、潘学军、席剑辉,,编著",¥45.00
 类脑模型研究及应用 韩力群 著 计算机控制仿真与人工智能大中专 工业技术书籍 9787563566570 北京邮电大学出,韩力群,¥48.00
 【全2册】汇编语言编程基础基于LoongArch 孙国云计算机体系结构基础第3版胡伟武计算机类专业系统能力培训系列软件程,许曙宏,¥110.20
 正版 新医学计算机应用基础第3版普通高等教育信息技术类系列教材 畅销书 图书籍,科学出版社,¥77.43
" 【认准正版 量大优惠】2册 大学计算机基础+上机实践教程 第七版 第7版 何振林,罗奕 普通高等学校计算机类规划书籍 9",杨远//徐梦雪,¥112.00
 【全新速发】6417902|正版现货云安全原理与实践 计算机类专业系统能力培养系列 计算机 云安全原理与技术书籍 云安全,陈兴蜀 葛龙,¥54.00
 2021新书 数据库应用开发技术 刘黎志 SQL Server数据库管理书籍 普通高等学校十四五规划计算机类专业特色教材,"刘黎志,吴云韬,牛志梅",¥51.70
 店 计算思维与大数据基础 高等学校非计算机专业计算机课程教材 9787121419737 计算思维通识教育类课程教材书籍,电子工业出版社,¥27.90
 数字时代的企业进化 机器智能人类智能无限创新 人工智能书籍 机器学习实战 神经网络 计算机视觉 人工智能基础 机器学习与,乔什·沙利文等,¥72.44
 类脑模型研究及应用 韩力群 著 计算机控制仿真与人工智能大中专 正版图书籍 北京邮电大学出版社,北京邮电大学出版社,¥47.84
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥170.91
 机器学习技术 艾旭升 概率论统计学矩阵论神经网络计算机目标模拟人类的学习活动 高职高专教材书籍,电子工业出版社,¥53.50
 【认准正版 量大优惠】文明之光精华版 中国好书 吴军著计算机科学书籍浪潮之巅数学之美科技之巅 近现代人类文明史书籍中国通,人民邮电出版社,¥114.00
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华,刘美华,¥61.82
 62:终结:人类智能未来虫托比·沃尔什普通大众人工智能研究计算机与络书籍,[澳]托比·沃尔什（Toby,¥48.20
 企业经营沙盘模拟实训教程书企业管理计算机管理系统高等职业高职高专经济管理类专业学生教材书籍,其他,¥20.00
" 信息类学生专业毕业设计(论文)指导 柳炳祥 柳炳祥,李娟 编 计算机网络基础技术安全书籍 电脑网络工程原理图书 电子工业",柳炳祥,¥45.00
 正版书籍 Mastercam 2020实例教程薛山高等院校及各类社会培训机构的教材初中级计算,薛山,¥92.00
 标签类目体系：面向业务的数据资产设计方法论 计算机网络 数据库 机械工业出版社 正版书籍,"任寅姿,季乐乐",¥107.00
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华,电子工业出版社,¥65.90
 正版 Liux系统管理与服务配置（第2版） 计算机技术 原建伟主编“十四五”高等职业教育计算机类新形态一体化系列教材书籍,原建伟,¥38.00
 操作系统原理教程 第4版 大学高等学校计算机科学与技术软件工程 电子信息和自动控制类专业书籍 刘美华C,刘美华 著,¥43.20
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华,刘美华,¥68.10
 数据安全领域指南 王安宇 数据安全范畴和目标 高等院校网络空间安全计算机信息技术类专业书籍 电子工业出版社,电子工业出版社,¥79.00
 速发 正版 计算思维与大数据基础 高等学校非计算机专业计算机课程 9787121419737 计算思维通识教育类课程书籍,电子工业出版社,¥29.15
 正版书籍 Python语言程序设计及医学应用实验指导马云峰中国铁道出版社有限公司高等医类院校计算机课程体系十三五规划教材,马云峰,¥35.70
 企业经营沙盘模拟实训教程企业管理计算机管理系统高等职业高职高专经济管理类专业学生书教材书籍,其他,¥28.00
 正版书籍 Head Fir Java中文版 生动有趣轻松学好java 计算机网络学习 面向对象程序设计和Java的学习指,Kathy,¥65.00
 国家电网考试资料2023年国网财会类电气类计算机类通信类管理类其他工学类电工类综合知识行测英语历年真题题库书籍中公教育,世界图书出版有限公司,¥270.00
 任选自学考试教材+自考通真题试卷 00051经管类专升书籍 0051管理系统中计算机应用 2021年大专升科成人成考成教,北京燕山出版社,¥53.00
 图灵数学经典套装（4册）：基础拓扑学修订版+纯数学教程第9版+不等式*2版+矩阵计算第4版 应用数学计算机程序设计类经典,马克·阿姆斯特朗等,¥358.10
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥149.00
 2023新书 高级路由交换技术与应用 周桐 六宇 计算机类专业核心课程系列教材 9787121452192 计算机网络安,电子工业出版社,¥62.00
 正版书籍 数据结构 高秀娥 陈霞 高等学校电子信息类专业系列教材书 计算机信息技术基础入门书 清华大学出版社 97873,高秀娥、陈霞、秦静、桑海涛、张凌宇、梁莉,¥50.20
 自学考试教材+自考通真题试卷 00051经管类专升本书籍 0051管理系统中计算机应用 2021年大专升本科成人成考成教,北京燕山出版社,¥58.00
 网络安全技术 刘化君 普通教育计算机类系列教材 网络攻防与安全应用密码学及其应用网络安全实验书籍978711170352,机械工业出版社,¥82.84
 正版 单片机原理与应用（C51语言版）电子信息科学与工程类规划书籍 单片机开发 程序设计软件开发 C语言计算机网络书籍h,"欧伟明,等",¥40.43
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华h,刘美华,¥46.41
 人类计算简史 从中国算盘到数字经济 信息技术计算机技术从业者参考丛书 经济学理论书籍 数字经济发展 构建现代化经济体系,何宝宏,¥49.60
 机器学习技术 艾旭升 概率论统计学矩阵论神经网络计算机目标模拟人类的学习活动 高职高专教材书籍 电子工业出版社,电子工业出版社,¥33.60
 漫画版机械里的科学课全套10册这就是火箭飞机汽车高铁计算机机器人航空知识启蒙大百科儿童趣味百科全书小学生课外科普类书籍,上尚印像,¥156.00
 正版 Python程序设计基础 崔晓军 计算机相关专业程序设计类课程专业教材 程序设计书籍 电子工业出版社,电子工业出版社,¥66.30
 Liux系统管理与服务配置（第2版） 计算机技术 原建伟主编“十四五”高等职业教育计算机类新形态一体化系列书籍【正版】B,原建伟,¥38.00
 【正版速发】漫画版机械里的科学课全套10册这就是火箭飞机汽车高铁计算机机器人航空知识启蒙大百科儿童趣味百科全书小学生课外,"上尚印像, 编绘",¥152.00
 正版 通信原理 第2版 本科研究生电子信息类 琪 杨洁 通信原理基础教程书籍 计算机通信原理技术应用【正版保证】,王琪,¥40.00
 正版书籍数字印刷与计算机直接制版技术 第三版 高职高专印刷与包装类教学教材企业员工技术培训参考书印刷学习书籍,苏铁青 等,¥76.73
 官方正版 计算机网络安全原理 第2版第二版 吴礼发 信息安全网络工程计算机专业计算机网络安全类课程教材书籍,电子工业出版社,¥64.00
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华,电子工业出版社,¥67.00
 自学考试教材+自考通真题试卷 00051经管类专升本书籍 0051管理系统中计算机应用 2021年大专升本科成人成考成教,北京燕山出版社,¥56.94
 2021新书 数据结构实践教程 第3版三版 黑新宏 胡元义 高等学校计算机类规划教材 大学教材 数据结构（C语言）教材,电子工业出版社,¥50.90
 全新正版 EDA技术实用教程:VHDL版 潘松 工学书籍 电子工程电子通信计算机应用计算机类 科学L,潘松，黄继业,¥47.00
 中小计算机信息学竞赛题训练培训书籍全9册信息学奥赛一本通关真题分类解析奥林匹克竞赛初赛精讲精练CCF CSP C++编程,清华大学出版社,¥782.00
 数字时代的企业进化 机器智能人类智能无限创新 人工智能书籍 机器学习实战 神经网络 计算机视觉 人工智能基础 机器学习与,机械工业出版社,¥70.00
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华,刘美华,¥59.58
 计算思维与大数据基础 高等学校非计算机专业计算机课程 9787121419737 计算思维通识教育类课程书籍 尹建新,电子工业出版社,¥31.80
 正版新书 计算机图形学 许社教 史宝全 高等教育新工科电子信息类课改系列教材书籍 西安电子科技大学出版社97875606,许社教,¥37.60
 UG 10.0 塑料模具设计实例教程 ug nx 10 计算机辅助设计全套教程书籍 结构的建模与分析数控编程书 完全自学,吴爽,¥27.97
 国家电网考试资料2023年国网财会类电气类计算机类通信类管理类其他工学类电工类综合知识行测英语历年真题题库书籍中公教育博,世界图书出版有限公司,¥198.00
 自学考试教材+自考通历年真题试卷 00051经管类专升本书籍 0051管理系统中计算机应用 2023年大专升本科成人成考,中华工商联合出版社,¥72.00
 正版 数据安全领域指南 安宇 数据安全范畴和目标 高等院校网络空间安全计算机信息技术类专业书籍 电子工业出版社,电子工业出版社,¥101.00
 2册 Python语言程序设计及医学应用 贺向前+Python语言程序设计及医学应用实验指导 马云峰 医药类院校计算机课,高等教育出版社,¥50.00
 虚拟学术社区中科研人员合作机制 谭春辉 计算机网络通讯专业类 科学正版 9787030722324书籍KX,谭春辉,¥90.10
 正版书籍 Mastercam 2020实例教程（微课版）（计算机基础与实训教材系列）薛山高等院校及各类社会培训机构的教材,清华大学出版社,¥73.10
 ** UG 10.0 塑料模具设计实例教程 ug nx 10 计算机辅助设计全套教程书籍 结构的建模与分析教材数控编程书,吴爽,¥26.80
 自学考试教材+自考通历年真题试卷 00051经管类专升本书籍 0051管理系统中计算机应用 2023年大专升本科成人成考,中华工商联合出版社,¥72.96
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥174.00
 自学考试教材+自考通历年真题试卷 00051经管类专升本书籍 0051管理系统中计算机应用 2023年大专升本科成人成考,中华工商联合出版社,¥60.00
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥129.60
 正版 电路计算机辅助分析 经典电路理论 方程求解方法 常用电路 计算机辅助分析 辅助分析实例 电气类电子信息类参考书籍【,李岩,¥29.70
 图灵数学经典套装（4册）：基础拓扑学修订版+纯数学教程第9版+不等式*2版+矩阵计算第4版 应用数学计算机程序设计类经典,人民邮电出版社,¥326.34
 正版书籍 计算机程序设计员 中级中国就业培训技术指导中心 组织编写考试 其他类考试 职业技能鉴定978750458275,中国劳动社会保障出版社,¥45.70
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华正版正版全新,刘美华,¥55.70
 官方旗舰店 计算思维与大数据基础 高等学校非计算机专业计算机课程教材 9787121419737 计算思维通识教育类课程,电子工业出版社,¥29.25
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华,刘美华,¥65.90
 正版书籍数字印刷与计算机直接制版技术 第二版 高职高专印刷与包装类教学教材企业员工技术培训参考书印刷学习书籍,苏铁青,¥32.50
 【全新速发】正版 Linux系统管理与服务配置（第2版） 计算机技术 原建伟主编“十四五”高等职业教育计算机类新形态一体,原建伟,¥38.00
 2022新书 模式分类 原书第2版典藏版 神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论支持向量机,"理查德·O.杜达,皮特·E.哈特,大卫·G.斯托克",¥168.00
 漫画版机械里的科学课全套10册这就是火箭飞机汽车高铁计算机机器人航空知识启蒙大百科儿童趣味百科全书小学生课外科普类书籍,"上尚印像, 编绘",¥109.00
 正版 UG 10.0 塑料模具设计实例教程 ug nx 10 计算机辅助设计全套教程书籍 结构的建模与分析数控编程书 完,吴爽,¥44.10
 诺悦图书漫画版机械里的科学课全套10册儿童机械书绘本小学生课外阅读科技类书籍 飞机青少年玩转科学科普类百科全书正版这就是,吉林出版集团股份有限公司,¥109.00
 国家电网考试资料2023年国网财会类电气类计算机类通信类管理类其他工学类电工类综合知识行测英语历年真题题库书籍中公教育,世界图书出版有限公司,¥193.70
 国家电网考试资料2023年国网财会类电气类计算机类通信类管理类其他工学类电工类综合知识行测英语历年真题题库书籍中公教育,世界图书出版有限公司,¥205.20
 正版书籍 互联网+时代立体化计算机组成原理实验教程 2版 二版 高等学校电子信息类专业系列教材书 清华 97873026,迟宗正、赖晓晨,¥50.20
 文明之光精华版 中国好书 吴军著计算机科学书籍浪潮之巅数学之美科技之巅 近现代人类文明史书籍中国通史书籍 人民邮电正版,吴军,¥89.60
 正版！漫画版机械里的科学课全套10册这就是火箭飞机汽车高铁计算机机器人航空知识启蒙大百科儿童趣味百科全书小学生课外科普类,"上尚印像,",¥164.00
 图灵数学经典套装（4册）：基础拓扑学修订版+纯数学教程第9版+不等式*2版+矩阵计算第4版 应用数学计算机程序设计类经典,马克·阿姆斯特朗等,¥292.00
 正版书籍 单图及群图挖掘：原理、算法与应用 达奈库特拉数据挖掘技术深度学习群图单图上的概要表示及节点标签分类对齐算法计算,达奈·库特拉等,¥47.50
 漫画版机械里的科学课全套10册这就是火箭飞机汽车高铁计算机机器人航空知识启蒙大百科儿童趣味百科全书小学生课外科普类书籍,"上尚印像, 编绘",¥174.08
 正版书籍 Python语言程序设计及医学应用贺向前中国铁道出版社有限公司高等医药类院校计算机课程规划教材大中专教辅参考阅,贺向前,¥42.80
 操作系统原理教程 第4版 大学教材高等学校计算机科学与技术软件工程 电子信息和自动控制类专业教材书籍 刘美华,刘美华,¥68.54
 正版书籍 Python语言程序设计及医学应用实验指导马云峰中国铁道出版社有限公司高等医类院校计算机课程体系十三五规划教材,马云峰,¥31.52
 【出版社直供】 电路基础 黄学良 大学教材辅导用书 电子电气通信自动计算机类专业基础教程 机械工业出版社 电路自学入门书,黄学良,¥43.58
 书籍 电路理论基础 张惠娟 普通高等电气自动化控制电子通信计算机等电类专业教材书籍 9787111676812 机械工业,机械工业出版社,¥65.00
 恒泰图书 C语言学习指南 编程入门零基础自学计算机书籍 电脑编程书 语法程序结构数据类型用各种方式分配及释放内存从规范编,杰夫·苏哈伊(Jeff,¥131.00
 正品【出版社直供】单片机原理及应用（C51语言版）电子信息科学与工程类规划书籍 单片机开发 程序设计软件开发 C语言计算,林立,¥48.20
 全新** UG 10.0 塑料模具设计实例教程 ug x 10 计算机辅助设计全套教程书籍 结构的建模与分析教材数控编程,吴爽,¥28.00
 自学考试教材+自考通真题试卷 00051经管类专升本书籍 0051管理系统中计算机应用 2021年大专升本科成人成考成教,北京燕山出版社,¥57.90
 jQuery实战从入门到精通 web前端开发网页设计与编程丛书 web编程实战教程 jQuery技术 前端性能优化 网页,未来科技,¥63.40
 正版书籍 智能化软件质量保证的概念与方法 聂长海高等院校理工类专业规划教材校省教材软件工程软件开发测试及维护计算机软件工,出版社,¥54.61
 2022新书 数据库原理与应用快速入门 李俊 罗勇胜 高职高专计算机类专业系列教材 西安电子科技大学出版社教材书籍 97,上海交通大学出版社,¥49.80
 增强人类 吕家俊 人工智能 混合现实 云计算 智能摄像头 人工智能在计算机视觉领域的应用 学习算法机器学习深度学习教程书,吕家俊,¥59.99
 中小学生计算机信息学竞赛题训练培训书籍全9册信息学奥赛一本通关真题分类解析奥林匹克竞赛初赛精讲精练CCF CSP C++,刘汝佳,¥787.46
 C语言程序设计案例教程 王明福 第二版 C语言 程序设计 计算机类 高职教材 大连理工大学出版社978756851503,大连理工大学出版社,¥42.90
 【正版】类脑模型研究及应用 韩力群 著 计算机控制仿真与人工智能 机器人学专业教材书籍 北京邮电大学出版社 978756,韩力群,¥58.97
 现货 人工智能导论 模型与算法 高等教育出版社9787040534665 吴飞 人工智能与计算机类相关专业本科研究生学习,吴飞,¥36.60
 通信原理学习辅导与习题详解 宋铁成 高等院校电子信息计算机类专业通信原理课程 9787115586032 人民邮电出版社,人民邮电出版社,¥70.35
 模式分类 原书第2版典藏版高等院校计算机专业教材书神经网络机器学习数据挖掘进化计算不变量理论隐马尔可夫模型统计学习理论书,机械工业出版社,¥206.11
 正版计算机程序设计第4四版全国高等医药院校药学类专业第五轮规划教材梁建坤中国医药科技出版社大学教材书籍自营同款,中国医药科技出版社,¥74.59
 自动控制原理 韩敏 普通高等院校自动化类 电气信息类 电子信息类和计算机类等相关专业教材 经典控制理论 自动控制系统分析,"韩敏、潘学军、席剑辉,,编著",¥61.78
 KVM+Docker+OpenStack实战 虚拟化与云计算配置 管理与运维 微课视频版 王金恒 计算机类相关专业高职本,王金恒、刘卓华、王煜林、钱宏武,¥52.00
 工业机器视觉基础教程HALCON篇计算机类专业高等职业教育系列教材郭森高职计算机视觉高等职业教育教材计算机与网络书籍,机械工业出版社,¥58.44
 正版 Spring源码深度解析 第2版 java编程教材 Spring开发入门书籍 电脑网络编程序软件IT技术设计教程,人民邮电出版社,¥129.00
 人工智能导论 模型与算法 高等教育出版社9787040534665 吴飞 人工智能与计算机类相关专业本科研究生学习人工智,吴飞,¥46.00
 增强人类 吕家俊 人工智能 混合现实 云计算 智能摄像头 人工智能在计算机视觉领域的应用 学习算法机器学习深度学习教程书,吕家俊,¥220.50
 RT69 基于支持向量机的分类问题研究黑龙江大学出版社计算机与网络图书书籍,"宋慧玲,张仲广,夏冰",¥51.00
 任选Linux操作系统及应用 第四版 杨云 操作系统 计算机类 高职教材 大连理工大学出版社9787568509763,大连理工大学出版社,¥44.00
 自动控制原理 韩敏 普通高等院校自动化类 电气信息类 电子信息类和计算机类等相关专业教材 经典控制理论 自动控制系统分析,"韩敏、潘学军、席剑辉,,编著",¥52.00
 【正版】人工智能导论 模型与算法 高等教育出版社 吴飞 人工智能与计算机类相关专业本科研究生学习人工智能教材图书籍,高等教育出版社,¥47.44
 正版 计算机网络技术与应用李焕 计算机电子类学生学习计算机网络基础知识和实用技术项目化教材北京理工大学出版社书籍,北京理工大学出版社,¥54.16
 数据结构 第2版第二版 Dat Structure 陈越 高等教育出版社 计算机类专业的专业基础课教材 十二五普通高等教,陈越,¥33.80
 【2022】C#程序设计与编程案例 微课视频版 曹宇 许高峰 王佳丽 21世纪高等学校计算机类课程创新系列教材 9787,不详,¥65.86
 2022 计算机网络教程 第6版 微课版 六版 谢钧 谢希仁 人民邮电出版社书籍 计算机通信与信息类各专业的大学本科生书,人民邮电出版社,¥55.00
 数字电子技术训练教程 吉海彦主编 中国农业大学出版社 电子电气类计算机类数字电子技术训练课程教材 数字电子技术应用书籍,中国石化出版社,¥30.89
 Python程序设计与算法基础教程 第2版 微课版 江红 余青松 21世纪高等学校计算机类课程创新规划教材 软件工具 P,江红、余青松,¥53.80
 正版现货 Spring源码深度解析 第2版 java编程教材 Spring开发入门书籍 电脑网络编程序软件IT技术设计教,郝佳,¥68.70
 正版书籍 ”C”位出道—— 程序设计基础刘扬应用型本科类学校学生高职高专类学校学生自学学生参考阅读编程语言计算机网络,四川大学出版社,¥45.00
 模拟电子技术基础 第二版 刘波粒 刘彩霞 编 高等教育出版社 高校电气电子信息自动化计算机类等专业模拟电子技术基础课程教,高等教育出版社,¥50.70
 正版 计算机组成原理及应用(高等学校电子信息类教材) 者_丁男马洪连责_田宏峰 书店计算机与网络 书籍 畅想畅销书,电子工业出版社,¥48.00
 现货速发 工业机器视觉基础教程HALCON篇计算机类专业高等职业教育系列教材郭森高职计算机视觉高等职业教育教材计算机与网,机械工业出版社,¥50.56
 6417902|正版现货云安全原理与实践 计算机类专业系统能力培养系列教材 计算机 云安全原理与技术书籍 云安全风险分析,机械工业出版社,¥69.00
 【正版速发】5082888正版发展型机器人由人类婴儿启发的机器人/计算机/机器人/人工智能 书籍 商城任选,机械工业出版社,¥61.00
